Q1;Q2;Q3;Q4;Q5;Q6;Q7;Q8;Q9;Q10;Q11;Q12;Q13;Q14;total;q1;q2;q3;q4;q5;q6;q7;q8;q9;q10;q11;q12;q13;q14;freq;total_bin
3;1;3;2;2;2;1;1;1;1;1;3;1;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
2;3;4;1;1;2;1;3;2;1;1;3;1;4;29;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;2
2;2;1;2;2;3;1;1;1;2;2;1;1;2;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
2;1;2;1;1;4;1;3;1;2;3;4;2;1;28;0;0;0;0;0;1;0;0;0;0;0;1;0;0;27;2
4;3;3;1;4;5;2;1;4;3;3;3;3;1;40;1;0;0;0;1;1;0;0;1;0;0;0;0;0;4;4
3;1;1;1;1;2;1;2;1;1;3;1;1;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
4;3;5;4;3;5;2;3;4;4;6;1;5;3;52;1;0;1;1;0;1;0;0;1;1;1;0;1;0;1;8
1;5;4;4;3;4;1;4;4;4;4;6;5;5;54;0;1;1;1;0;1;0;1;1;1;1;1;1;1;1;11
3;2;3;1;3;4;1;1;4;3;4;6;4;1;40;0;0;0;0;0;1;0;0;1;0;1;1;1;0;2;5
2;3;1;2;1;4;2;5;4;3;6;4;4;4;45;0;0;0;0;0;1;0;1;1;0;1;1;1;1;3;7
1;1;1;2;1;1;1;1;1;1;1;1;1;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
3;2;1;1;2;3;1;1;1;2;1;4;1;1;24;0;0;0;0;0;0;0;0;0;0;0;1;0;0;239;1
4;1;3;2;1;4;1;3;2;2;2;3;3;1;32;1;0;0;0;0;1;0;0;0;0;0;0;0;0;50;2
1;1;1;1;1;1;1;3;4;3;2;1;1;1;22;0;0;0;0;0;0;0;0;1;0;0;0;0;0;46;1
1;1;1;2;1;2;1;1;2;3;4;3;3;2;27;0;0;0;0;0;0;0;0;0;0;1;0;0;0;52;1
5;1;2;3;5;6;4;1;3;1;3;3;1;1;39;1;0;0;0;1;1;1;0;0;0;0;0;0;0;2;4
4;1;6;1;2;4;1;5;1;3;1;3;4;1;37;1;0;1;0;0;1;0;1;0;0;0;0;1;0;2;5
5;1;2;1;2;2;1;5;4;3;4;2;3;2;37;1;0;0;0;0;0;0;1;1;0;1;0;0;0;3;4
5;3;2;3;4;5;3;3;1;3;3;3;3;3;44;1;0;0;0;1;1;0;0;0;0;0;0;0;0;15;3
5;3;5;4;2;2;2;3;2;1;3;1;1;3;37;1;0;1;1;0;0;0;0;0;0;0;0;0;0;3;3
4;1;3;1;1;4;1;4;4;1;5;2;1;1;33;1;0;0;0;0;1;0;1;1;0;1;0;0;0;6;5
1;2;3;1;1;2;1;5;2;1;1;3;1;1;25;0;0;0;0;0;0;0;1;0;0;0;0;0;0;60;1
4;1;5;1;2;3;2;3;2;2;2;3;3;3;36;1;0;1;0;0;0;0;0;0;0;0;0;0;0;54;2
6;1;6;1;1;6;1;5;3;2;1;3;2;1;39;1;0;1;0;0;1;0;1;0;0;0;0;0;0;10;4
5;2;5;3;3;3;2;3;4;2;4;3;4;3;46;1;0;1;0;0;0;0;0;1;0;1;0;1;0;1;5
4;4;5;1;4;1;1;1;3;1;3;3;1;1;33;1;1;1;0;1;0;0;0;0;0;0;0;0;0;2;4
7;3;6;2;5;6;1;3;4;1;3;1;2;4;48;1;0;1;0;1;1;0;0;1;0;0;0;0;1;3;6
5;1;3;1;3;4;2;4;5;3;5;3;5;5;49;1;0;0;0;0;1;0;1;1;0;1;0;1;1;1;7
4;1;5;1;5;1;1;5;3;2;3;2;1;1;35;1;0;1;0;1;0;0;1;0;0;0;0;0;0;2;4
4;4;2;1;2;6;1;2;3;1;2;3;1;3;35;1;1;0;0;0;1;0;0;0;0;0;0;0;0;7;3
5;2;4;1;2;4;3;3;1;1;1;2;1;3;33;1;0;1;0;0;1;0;0;0;0;0;0;0;0;66;3
2;1;4;1;1;1;1;2;1;1;1;1;2;1;20;0;0;1;0;0;0;0;0;0;0;0;0;0;0;102;1
2;2;4;1;1;2;1;5;2;4;6;4;6;2;42;0;0;1;0;0;0;0;1;0;1;1;1;1;0;1;6
2;1;4;1;1;3;1;4;1;2;1;4;3;3;31;0;0;1;0;0;0;0;1;0;0;0;1;0;0;10;3
2;1;1;1;1;1;1;2;2;1;1;1;1;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
1;1;1;1;1;1;1;2;1;1;1;1;2;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
2;1;1;1;1;1;1;1;3;1;3;1;1;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
3;1;1;1;1;1;1;1;1;1;1;1;1;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
1;1;1;1;1;1;1;1;1;1;1;1;1;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
5;3;2;1;3;3;1;1;2;1;2;1;1;1;27;1;0;0;0;0;0;0;0;0;0;0;0;0;0;49;1
1;1;1;1;1;1;1;1;1;1;1;1;1;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
1;1;1;1;1;1;1;1;1;1;1;1;1;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
2;1;1;1;1;1;2;1;1;1;1;1;1;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
1;1;1;1;1;1;1;1;1;1;1;1;1;1;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
1;1;1;1;1;1;2;4;2;1;3;1;2;1;22;0;0;0;0;0;0;0;1;0;0;0;0;0;0;60;1
1;1;1;1;1;1;1;2;3;1;2;1;2;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
3;1;3;1;4;4;1;4;2;1;1;1;1;1;28;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;3
2;1;1;1;1;2;1;1;3;1;5;2;1;1;23;0;0;0;0;0;0;0;0;0;0;1;0;0;0;52;1
1;1;1;1;1;3;1;3;1;1;1;1;1;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
3;1;3;1;1;3;1;6;6;6;4;5;3;1;44;0;0;0;0;0;0;0;1;1;1;1;1;0;0;3;5
1;1;1;4;1;2;3;1;1;2;1;1;1;1;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;21;1
4;5;5;2;1;3;3;3;1;1;1;5;1;2;37;1;1;1;0;0;0;0;0;0;0;0;1;0;0;11;4
1;1;1;1;1;1;1;5;5;4;4;1;5;2;33;0;0;0;0;0;0;0;1;1;1;1;0;1;0;11;5
4;1;1;1;1;1;2;6;4;4;3;4;2;1;35;1;0;0;0;0;0;0;1;1;1;0;1;0;0;1;5
3;1;1;1;1;3;2;6;4;2;5;2;5;1;37;0;0;0;0;0;0;0;1;1;0;1;0;1;0;8;4
1;2;1;1;1;1;4;1;3;1;6;1;1;1;25;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;2
4;1;1;1;4;5;5;3;4;3;3;6;3;1;44;1;0;0;0;1;1;1;0;1;0;0;1;0;0;1;6
3;5;3;6;1;3;1;1;1;1;1;6;1;1;34;0;1;0;1;0;0;0;0;0;0;0;1;0;0;4;3
2;3;1;3;1;4;1;1;1;1;3;3;1;1;26;0;0;0;0;0;1;0;0;0;0;0;0;0;0;90;1
6;2;5;4;1;6;5;4;6;3;1;1;1;1;46;1;0;1;1;0;1;1;1;1;0;0;0;0;0;1;7
5;5;1;5;1;4;4;1;1;1;1;1;1;1;32;1;1;0;1;0;1;1;0;0;0;0;0;0;0;4;5
1;1;3;1;1;1;2;4;3;1;1;4;1;1;25;0;0;0;0;0;0;0;1;0;0;0;1;0;0;29;2
4;5;3;5;1;4;4;2;1;1;4;3;1;1;39;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;6
4;2;4;1;1;3;1;1;2;1;1;4;1;1;27;1;0;1;0;0;0;0;0;0;0;0;1;0;0;19;3
2;3;1;4;1;1;2;1;1;1;1;1;1;1;21;0;0;0;1;0;0;0;0;0;0;0;0;0;0;21;1
6;3;1;1;1;2;3;3;1;1;1;4;1;1;29;1;0;0;0;0;0;0;0;0;0;0;1;0;0;10;2
1;1;1;1;1;1;1;2;1;1;3;3;1;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
2;3;2;3;1;3;3;1;1;1;2;1;1;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
4;1;2;3;1;5;5;1;1;1;1;1;1;1;28;1;0;0;0;0;1;1;0;0;0;0;0;0;0;7;3
4;1;5;5;1;6;4;1;1;1;1;4;1;1;36;1;0;1;1;0;1;1;0;0;0;0;1;0;0;2;6
1;1;1;1;1;1;1;2;1;1;1;1;1;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
3;3;1;4;1;1;1;3;1;1;1;3;1;1;25;0;0;0;1;0;0;0;0;0;0;0;0;0;0;21;1
4;3;5;4;1;3;2;1;3;2;5;5;2;2;42;1;0;1;1;0;0;0;0;0;0;1;1;0;0;1;5
6;5;1;4;1;1;1;1;1;1;1;1;1;4;29;1;1;0;1;0;0;0;0;0;0;0;0;0;1;1;4
1;1;1;1;1;1;1;1;1;1;1;2;1;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
4;5;1;6;1;5;4;1;1;1;1;3;1;1;35;1;1;0;1;0;1;1;0;0;0;0;0;0;0;4;5
5;2;2;1;2;4;1;4;4;1;3;3;3;1;36;1;0;0;0;0;1;0;1;1;0;0;0;0;0;7;4
3;1;3;1;1;3;2;2;1;1;1;1;1;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
1;1;1;5;1;1;2;1;1;1;1;1;1;1;19;0;0;0;1;0;0;0;0;0;0;0;0;0;0;21;1
1;1;1;2;1;1;2;1;1;1;1;1;1;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
2;5;1;4;2;1;1;1;1;1;1;1;1;1;23;0;1;0;1;0;0;0;0;0;0;0;0;0;0;2;2
5;5;3;4;5;2;4;1;1;1;3;4;1;3;42;1;1;0;1;1;0;1;0;0;0;0;1;0;0;1;6
1;1;1;4;1;2;3;1;1;1;1;3;1;2;23;0;0;0;1;0;0;0;0;0;0;0;0;0;0;21;1
1;1;1;1;1;1;4;4;4;2;5;1;3;1;30;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;4
4;5;2;1;1;1;2;6;4;3;2;1;1;1;34;1;1;0;0;0;0;0;1;1;0;0;0;0;0;2;4
5;1;3;3;1;4;3;4;3;3;1;1;3;1;36;1;0;0;0;0;1;0;1;0;0;0;0;0;0;12;3
1;3;1;3;1;1;1;1;1;1;2;5;1;4;26;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4;2
5;5;1;4;2;6;4;1;1;2;1;3;1;1;37;1;1;0;1;0;1;1;0;0;0;0;0;0;0;4;5
1;4;1;6;1;1;3;1;1;1;1;4;1;1;27;0;1;0;1;0;0;0;0;0;0;0;1;0;0;4;3
2;1;3;1;2;1;1;1;1;2;3;1;1;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
2;1;4;1;1;1;1;4;5;6;6;1;5;1;39;0;0;1;0;0;0;0;1;1;1;1;0;1;0;5;6
3;3;3;4;3;3;2;1;1;1;1;1;1;1;28;0;0;0;1;0;0;0;0;0;0;0;0;0;0;21;1
4;1;5;1;1;4;4;6;1;4;1;4;4;3;43;1;0;1;0;0;1;1;1;0;1;0;1;1;0;1;8
3;6;1;1;1;3;3;2;1;1;2;3;1;1;29;0;1;0;0;0;0;0;0;0;0;0;0;0;0;17;1
6;1;5;4;4;5;3;2;1;1;1;1;1;1;36;1;0;1;1;1;1;0;0;0;0;0;0;0;0;2;5
1;1;4;1;1;1;1;4;3;1;1;1;1;1;22;0;0;1;0;0;0;0;1;0;0;0;0;0;0;21;2
2;2;1;1;1;1;1;5;3;1;3;3;1;1;26;0;0;0;0;0;0;0;1;0;0;0;0;0;0;60;1
1;1;3;1;1;1;1;3;4;2;2;1;2;1;24;0;0;0;0;0;0;0;0;1;0;0;0;0;0;46;1
1;3;1;4;1;1;1;1;1;1;1;2;1;1;20;0;0;0;1;0;0;0;0;0;0;0;0;0;0;21;1
1;1;1;3;1;1;4;5;5;6;3;1;5;1;38;0;0;0;0;0;0;1;1;1;1;0;0;1;0;1;5
3;1;1;4;1;5;2;1;1;1;2;2;1;1;26;0;0;0;1;0;1;0;0;0;0;0;0;0;0;2;2
5;1;5;3;1;6;3;3;1;1;1;1;1;1;33;1;0;1;0;0;1;0;0;0;0;0;0;0;0;66;3
5;4;1;6;4;1;1;1;1;1;1;1;1;4;32;1;1;0;1;1;0;0;0;0;0;0;0;0;1;1;5
3;3;1;5;1;1;2;1;1;1;1;1;1;1;23;0;0;0;1;0;0;0;0;0;0;0;0;0;0;21;1
3;1;1;1;1;5;4;1;1;1;2;2;1;1;25;0;0;0;0;0;1;1;0;0;0;0;0;0;0;9;2
3;3;3;1;1;2;1;1;1;1;2;7;2;2;30;0;0;0;0;0;0;0;0;0;0;0;1;0;0;239;1
3;2;1;1;1;4;3;2;1;1;1;2;1;1;24;0;0;0;0;0;1;0;0;0;0;0;0;0;0;90;1
1;1;1;1;1;1;1;2;1;1;1;1;1;1;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
4;1;5;1;1;4;3;2;1;1;1;1;1;1;27;1;0;1;0;0;1;0;0;0;0;0;0;0;0;66;3
3;2;3;3;4;5;1;3;1;1;1;6;1;1;35;0;0;0;0;1;1;0;0;0;0;0;1;0;0;3;3
4;2;1;1;4;6;5;2;4;1;5;6;1;1;43;1;0;0;0;1;1;1;0;1;0;1;1;0;0;1;7
4;6;6;1;1;5;4;5;1;1;2;7;1;1;45;1;1;1;0;0;1;1;1;0;0;0;1;0;0;1;7
1;3;1;6;1;1;4;3;1;1;1;2;1;1;27;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;2
2;2;1;1;1;1;1;2;2;1;2;2;1;2;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
5;4;4;1;2;5;1;3;4;3;6;2;1;3;44;1;1;1;0;0;1;0;0;1;0;1;0;0;0;4;6
1;1;3;1;1;1;2;3;3;1;3;3;1;1;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
1;2;1;1;1;1;1;3;4;1;4;1;3;3;27;0;0;0;0;0;0;0;0;1;0;1;0;0;0;49;2
2;1;1;1;1;1;1;2;3;1;2;2;1;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
1;1;1;1;2;1;3;3;4;4;4;3;4;3;35;0;0;0;0;0;0;0;0;1;1;1;0;1;0;3;4
2;1;4;1;1;1;1;2;2;1;1;3;1;1;22;0;0;1;0;0;0;0;0;0;0;0;0;0;0;102;1
1;1;3;1;1;2;1;2;3;1;3;1;1;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
1;1;2;1;1;1;1;2;2;1;3;2;1;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
1;1;3;1;1;1;1;3;2;1;2;1;1;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
1;1;1;1;2;1;1;2;2;2;3;1;2;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
3;2;2;1;1;3;3;3;5;3;6;5;3;3;43;0;0;0;0;0;0;0;0;1;0;1;1;0;0;11;3
3;3;2;1;2;4;1;5;3;3;3;2;3;3;38;0;0;0;0;0;1;0;1;0;0;0;0;0;0;13;2
1;1;1;1;1;1;1;3;3;1;2;2;2;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
1;1;3;1;1;1;1;2;4;1;4;1;1;1;23;0;0;0;0;0;0;0;0;1;0;1;0;0;0;49;2
3;4;1;3;3;3;1;1;3;3;5;6;4;3;43;0;1;0;0;0;0;0;0;0;0;1;1;1;0;2;4
2;2;1;1;1;2;1;2;4;2;5;2;3;2;30;0;0;0;0;0;0;0;0;1;0;1;0;0;0;49;2
1;1;1;1;1;1;1;4;3;1;3;1;1;1;21;0;0;0;0;0;0;0;1;0;0;0;0;0;0;60;1
3;3;1;3;3;4;3;2;5;3;6;6;4;4;50;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1;6
3;3;4;3;2;4;3;3;5;4;6;1;4;3;48;0;0;1;0;0;1;0;0;1;1;1;0;1;0;1;6
3;2;2;2;4;2;1;1;2;1;1;1;1;1;24;0;0;0;0;1;0;0;0;0;0;0;0;0;0;13;1
4;4;5;1;3;2;1;2;2;1;2;5;2;2;36;1;1;1;0;0;0;0;0;0;0;0;1;0;0;11;4
1;1;1;2;1;1;3;2;2;1;2;2;1;1;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
4;3;2;1;4;4;1;3;4;3;5;4;3;3;44;1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;6
2;3;2;3;1;2;1;1;2;1;2;1;1;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
2;1;3;1;1;1;1;2;3;1;3;2;1;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
4;3;2;4;4;4;3;1;3;2;3;6;4;3;46;1;0;0;1;1;1;0;0;0;0;0;1;1;0;1;6
1;1;1;1;1;2;1;2;3;2;3;2;3;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
4;1;1;1;1;1;1;2;2;1;2;1;1;1;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;49;1
3;3;1;1;1;3;1;4;3;3;4;3;1;1;32;0;0;0;0;0;0;0;1;0;0;1;0;0;0;11;2
3;3;2;1;1;3;1;3;3;3;4;3;3;3;36;0;0;0;0;0;0;0;0;0;0;1;0;0;0;52;1
1;1;3;1;1;1;1;3;3;1;3;1;1;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
3;3;4;1;1;3;1;3;4;3;4;4;3;3;40;0;0;1;0;0;0;0;0;1;0;1;1;0;0;6;4
2;3;1;1;1;1;1;3;3;1;3;1;3;2;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
1;3;1;1;1;1;1;3;3;3;2;5;3;3;31;0;0;0;0;0;0;0;0;0;0;0;1;0;0;239;1
3;5;4;1;1;1;1;3;3;1;2;6;5;3;39;0;1;1;0;0;0;0;0;0;0;0;1;1;0;2;4
3;5;2;3;1;3;1;3;4;4;5;6;4;4;48;0;1;0;0;0;0;0;0;1;1;1;1;1;1;2;7
1;1;3;1;1;1;1;4;4;1;4;1;1;1;25;0;0;0;0;0;0;0;1;1;0;1;0;0;0;23;3
4;3;1;1;1;3;1;3;3;1;2;4;1;2;30;1;0;0;0;0;0;0;0;0;0;0;1;0;0;10;2
2;2;1;1;1;3;1;6;4;4;5;4;5;3;42;0;0;0;0;0;0;0;1;1;1;1;1;1;0;26;6
4;3;2;1;1;5;1;4;4;3;5;1;3;3;40;1;0;0;0;0;1;0;1;1;0;1;0;0;0;6;5
1;1;1;1;1;1;1;1;3;1;3;1;1;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
1;1;1;1;1;1;1;2;2;1;3;2;1;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
3;3;1;1;1;3;1;5;4;4;4;3;4;3;40;0;0;0;0;0;0;0;1;1;1;1;0;1;0;11;5
3;1;1;1;2;3;4;3;3;1;4;2;1;3;32;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2;2
1;1;1;1;1;1;1;3;2;1;1;1;1;1;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
1;1;2;1;1;1;1;2;1;1;1;1;1;1;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
2;2;1;2;2;2;1;1;2;2;2;2;2;2;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
3;3;1;1;4;4;3;1;5;3;5;5;4;4;46;0;0;0;0;1;1;0;0;1;0;1;1;1;1;1;7
2;1;1;1;1;1;1;2;2;1;2;1;1;2;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
1;1;1;1;1;1;1;3;2;1;3;2;1;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
3;1;4;1;3;2;1;2;1;1;2;3;1;1;26;0;0;1;0;0;0;0;0;0;0;0;0;0;0;102;1
3;3;3;1;3;3;2;3;5;4;5;6;6;3;50;0;0;0;0;0;0;0;0;1;1;1;1;1;0;2;5
4;2;4;1;1;4;2;3;4;4;5;6;4;3;47;1;0;1;0;0;1;0;0;1;1;1;1;1;0;2;8
3;2;3;1;1;2;1;4;3;1;3;3;2;1;30;0;0;0;0;0;0;0;1;0;0;0;0;0;0;60;1
1;1;1;1;1;1;1;1;3;1;3;2;1;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
1;2;1;1;1;1;1;5;4;4;4;3;4;3;35;0;0;0;0;0;0;0;1;1;1;1;0;1;0;11;5
3;3;2;1;2;3;1;4;4;3;4;3;3;3;39;0;0;0;0;0;0;0;1;1;0;1;0;0;0;23;3
2;2;1;1;1;2;1;4;3;3;5;4;4;2;35;0;0;0;0;0;0;0;1;0;0;1;1;1;0;4;4
4;3;3;1;1;4;2;4;4;1;5;3;2;2;39;1;0;0;0;0;1;0;1;1;0;1;0;0;0;6;5
1;2;2;1;1;1;1;2;4;3;5;3;2;2;30;0;0;0;0;0;0;0;0;1;0;1;0;0;0;49;2
3;1;1;1;1;1;1;3;4;1;3;1;1;1;23;0;0;0;0;0;0;0;0;1;0;0;0;0;0;46;1
3;4;4;4;3;4;3;3;5;4;6;6;4;4;57;0;1;1;1;0;1;0;0;1;1;1;1;1;1;1;10
3;3;4;1;1;3;1;3;4;1;5;4;2;2;37;0;0;1;0;0;0;0;0;1;0;1;1;0;0;6;4
4;4;3;1;3;2;3;4;3;2;4;4;3;3;43;1;1;0;0;0;0;0;1;0;0;1;1;0;0;1;5
1;1;1;1;1;1;1;2;3;1;2;2;1;1;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
4;1;1;1;1;1;1;3;3;1;4;1;1;1;24;1;0;0;0;0;0;0;0;0;0;1;0;0;0;4;2
1;1;1;1;1;2;1;3;4;3;3;3;4;3;31;0;0;0;0;0;0;0;0;1;0;0;0;1;0;3;2
1;3;1;1;1;1;1;3;2;1;2;2;3;3;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
4;4;3;3;3;5;1;3;4;3;4;2;3;2;44;1;1;0;0;0;1;0;0;1;0;1;0;0;0;2;5
7;3;1;4;6;6;3;3;1;1;1;2;1;4;43;1;0;0;1;1;1;0;0;0;0;0;0;0;1;1;5
6;2;6;1;1;4;3;4;5;4;5;3;5;2;51;1;0;1;0;0;1;0;1;1;1;1;0;1;0;5;8
4;4;4;2;1;3;1;2;3;3;3;4;3;3;40;1;1;1;0;0;0;0;0;0;0;0;1;0;0;11;4
1;1;1;3;1;1;1;1;1;1;1;3;1;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
4;3;1;1;4;5;4;5;5;6;5;4;6;3;56;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;10
3;3;4;1;1;1;1;3;4;4;3;4;4;3;39;0;0;1;0;0;0;0;0;1;1;0;1;1;0;2;5
4;4;5;1;1;4;3;5;1;1;6;5;1;3;44;1;1;1;0;0;1;0;1;0;0;1;1;0;0;2;7
2;2;2;2;2;2;2;3;4;2;3;5;3;2;36;0;0;0;0;0;0;0;0;1;0;0;1;0;0;21;2
3;3;1;1;1;3;1;4;5;3;6;3;3;3;40;0;0;0;0;0;0;0;1;1;0;1;0;0;0;23;3
5;2;4;3;3;3;2;1;1;2;1;1;1;1;30;1;0;1;0;0;0;0;0;0;0;0;0;0;0;54;2
2;2;2;2;1;2;2;2;3;2;2;2;3;1;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
3;5;3;3;1;3;1;3;2;1;1;5;1;2;34;0;1;0;0;0;0;0;0;0;0;0;1;0;0;21;2
3;2;1;1;4;2;1;3;3;1;2;5;3;1;32;0;0;0;0;1;0;0;0;0;0;0;1;0;0;10;2
1;4;1;3;1;3;1;1;2;2;3;4;3;3;32;0;1;0;0;0;0;0;0;0;0;0;1;0;0;21;2
3;1;1;3;4;4;1;3;2;3;2;2;3;1;33;0;0;0;0;1;1;0;0;0;0;0;0;0;0;9;2
2;1;1;1;1;2;1;1;1;1;1;4;1;1;19;0;0;0;0;0;0;0;0;0;0;0;1;0;0;239;1
4;5;4;1;1;4;1;4;5;5;3;5;6;3;51;1;1;1;0;0;1;0;1;1;1;0;1;1;0;2;9
3;2;2;1;1;2;1;3;3;2;3;1;3;2;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
3;3;2;2;1;3;1;5;5;5;5;6;5;4;50;0;0;0;0;0;0;0;1;1;1;1;1;1;1;3;7
7;4;7;3;7;3;2;4;4;2;5;6;1;5;60;1;1;1;0;1;0;0;1;1;0;1;1;0;1;1;9
3;3;2;1;1;3;1;4;4;4;4;2;3;3;38;0;0;0;0;0;0;0;1;1;1;1;0;0;0;5;4
1;1;3;1;1;1;1;2;1;2;1;4;3;1;23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;239;1
4;1;1;1;1;2;3;4;4;2;4;4;3;3;37;1;0;0;0;0;0;0;1;1;0;1;1;0;0;1;5
4;3;5;1;1;3;3;3;4;3;1;4;3;2;40;1;0;1;0;0;0;0;0;1;0;0;1;0;0;5;4
4;3;4;1;3;5;2;3;4;2;4;3;2;3;43;1;0;1;0;0;1;0;0;1;0;1;0;0;0;6;5
1;1;4;1;2;5;3;3;3;4;4;2;3;1;37;0;0;1;0;0;1;0;0;0;1;1;0;0;0;1;4
1;3;1;1;1;3;1;4;2;1;2;3;3;1;27;0;0;0;0;0;0;0;1;0;0;0;0;0;0;60;1
1;1;1;2;1;1;1;2;2;2;1;4;3;1;23;0;0;0;0;0;0;0;0;0;0;0;1;0;0;239;1
1;2;3;1;1;1;1;2;2;2;2;3;1;1;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
3;3;1;1;1;3;1;1;1;1;1;3;1;1;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
6;5;7;4;5;7;2;3;6;3;4;6;1;5;64;1;1;1;1;1;1;0;0;1;0;1;1;0;1;1;10
2;3;1;1;1;3;2;4;4;3;4;2;1;3;34;0;0;0;0;0;0;0;1;1;0;1;0;0;0;23;3
2;2;5;2;1;1;1;4;2;2;3;3;2;1;31;0;0;1;0;0;0;0;1;0;0;0;0;0;0;21;2
2;3;2;2;2;3;1;3;4;2;3;4;4;3;38;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;3
3;2;3;1;2;2;1;2;2;1;2;2;2;3;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
1;5;1;2;1;1;1;1;1;1;1;3;1;1;21;0;1;0;0;0;0;0;0;0;0;0;0;0;0;17;1
2;1;3;1;1;2;1;1;3;1;3;3;1;1;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;950;0
4;1;5;1;1;1;3;1;1;1;3;2;1;2;27;1;0;1;0;0;0;0;0;0;0;0;0;0;0;54;2
5;3;4;3;3;3;2;1;3;2;3;2;1;3;38;1;0;1;0;0;0;0;0;0;0;0;0;0;0;54;2
3;3;4;3;2;4;3;2;4;2;4;1;2;2;39;0;0;1;0;0;1;0;0;1;0;1;0;0;0;4;4
4;1;5;1;1;3;1;3;1;1;5;4;3;1;34;1;0;1;0;0;0;0;0;0;0;1;1;0;0;4;4
